idxSin;cov;incDate;decDate;cloDate;accYear;pay;eval
S00415061;TTG;2020-11-06;2020-11-06;;2020;0.0;1700.0
S00415061;TTG;2020-11-06;2020-11-06;2021-05-05;2021;2563.48;2563.48
S00415083;TTG;2020-11-06;2020-11-06;2020-11-06;2020;0.0;0.0
S00415091;TTG;2020-11-07;2020-11-08;2020-11-08;2020;0.0;0.0
S00415111;TTG;2020-11-07;2020-11-07;2020-12-13;2020;10880.87;10880.87
S00415125;TTG;2020-11-07;2020-11-08;2020-12-15;2020;377.99;377.99
S00415144;TTG;2020-11-07;2020-11-07;;2020;0.0;1700.0
S00415144;TTG;2020-11-07;2020-11-07;2021-01-16;2021;1669.57;1669.57
S00415155;TTG;2020-11-07;2020-11-07;2020-12-09;2020;230.0;230.0
S00415174;TTG;2020-11-07;2020-11-07;;2020;0.0;1700.0
S00415174;TTG;2020-11-07;2020-11-07;2021-02-23;2021;11715.07;11715.07
S00415208;TTG;2020-11-07;2020-11-07;2020-12-17;2020;2294.82;2294.82
S00415220;TTG;2020-11-08;2020-11-13;2020-12-01;2020;0.0;0.0
S00415238;TTG;2020-11-08;2020-11-09;2020-12-15;2020;5467.75;5467.75
S00415256;TTG;2020-11-08;2020-11-08;2020-11-30;2020;2436.05;2436.05
S00415272;TTG;2020-11-08;2020-11-09;2020-12-13;2020;0.0;0.0
S00415283;TTG;2020-11-08;2020-11-08;2020-11-22;2020;0.0;0.0
S00415301;TTG;2020-11-08;2020-11-11;2020-12-04;2020;16805.99;16805.99
S00415317;TTG;2020-11-08;2020-11-13;2020-12-08;2020;640.81;640.81
S00415347;TTG;2020-11-08;2020-11-08;2020-12-17;2020;1148.63;1148.63
S00415365;TTG;2020-11-08;2020-11-08;2020-12-02;2020;692.02;692.02
S00415378;TTG;2020-11-09;2020-12-02;;2020;0.0;1700.0
S00415378;TTG;2020-11-09;2020-12-02;2021-01-04;2021;753.99;753.99
S00415393;TTG;2020-11-09;2020-11-09;;2020;0.0;1700.0
S00415393;TTG;2020-11-09;2020-11-09;2021-04-10;2021;1014.4;1014.4
S00415407;TTG;2020-11-09;2020-11-09;;2020;0.0;1700.0
S00415407;TTG;2020-11-09;2020-11-09;2021-04-29;2021;3791.12;3791.12
S00415428;TTG;2020-11-09;2020-11-11;;2020;0.0;1700.0
S00415428;TTG;2020-11-09;2020-11-11;2021-01-27;2021;1947.1;1947.1
S00415441;TTG;2020-11-09;2020-11-09;2020-12-07;2020;5031.08;5031.08
S00415461;TTG;2020-11-09;2020-11-09;2020-11-24;2020;4533.24;4533.24
S00415483;TTG;2020-11-09;2020-11-11;;2020;0.0;1700.0
S00415483;TTG;2020-11-09;2020-11-11;2021-04-05;2021;5032.65;5032.65
S00415499;TTG;2020-11-09;2020-11-09;2020-11-23;2020;293.58;293.58
S00415516;TTG;2020-11-09;2020-11-10;;2020;0.0;1700.0
S00415516;TTG;2020-11-09;2020-11-10;2021-01-01;2021;1579.27;1579.27
S00415539;TTG;2020-11-09;2020-11-10;2020-12-06;2020;1521.79;1521.79
S00415559;TTG;2020-11-09;2020-11-09;2020-12-21;2020;5105.98;5105.98
S00415571;TTG;2020-11-09;2020-11-28;;2020;0.0;1700.0
S00415571;TTG;2020-11-09;2020-11-28;2021-10-12;2021;3533.93;3533.93
S00415593;TTG;2020-11-09;2020-11-09;2020-11-18;2020;2390.86;2390.86
S00415615;TTG;2020-11-09;2020-11-09;2020-12-08;2020;890.34;890.34
S00415627;TTG;2020-11-09;2020-11-12;2020-11-27;2020;771.04;771.04
S00415651;TTG;2020-11-10;2020-11-12;;2020;0.0;1700.0
S00415651;TTG;2020-11-10;2020-11-12;2021-01-07;2021;2550.74;2550.74
S00415669;TTG;2020-11-10;2020-11-12;2020-12-31;2020;5851.0;5851.0
S00415691;TTG;2020-11-10;2020-11-10;;2020;0.0;1700.0
S00415691;TTG;2020-11-10;2020-11-10;2021-02-02;2021;527.35;527.35
S00415704;TTG;2020-11-10;2020-11-16;;2020;0.0;1700.0
S00415704;TTG;2020-11-10;2020-11-16;2021-01-07;2021;9611.86;9611.86
S00415725;TTG;2020-11-10;2020-11-10;;2020;0.0;1700.0
S00415725;TTG;2020-11-10;2020-11-10;2021-01-15;2021;3310.51;3310.51
S00415747;TTG;2020-11-10;2020-11-11;;2020;0.0;1700.0
S00415747;TTG;2020-11-10;2020-11-11;2021-02-20;2021;275.73;275.73
S00415766;TTG;2020-11-10;2020-11-10;2020-11-10;2020;2166.18;2166.18
S00415780;TTG;2020-11-10;2020-11-26;;2020;0.0;1700.0
S00415780;TTG;2020-11-10;2020-11-26;2021-01-05;2021;1259.15;1259.15
S00415794;TTG;2020-11-10;2020-11-10;;2020;0.0;1700.0
S00415794;TTG;2020-11-10;2020-11-10;2021-01-31;2021;248.4;248.4
S00415809;TTG;2020-11-10;2020-11-10;2020-12-14;2020;2771.19;2771.19
S00415823;TTG;2020-11-10;2020-11-11;;2020;0.0;1700.0
S00415823;TTG;2020-11-10;2020-11-11;2021-05-08;2021;0.0;0.0
S00415843;TTG;2020-11-10;2020-11-17;;2020;0.0;1700.0
S00415843;TTG;2020-11-10;2020-11-17;2021-03-01;2021;2468.26;2468.26
S00415856;TTG;2020-11-10;2020-11-11;2020-11-22;2020;2622.01;2622.01
S00415871;TTG;2020-11-10;2020-11-12;2020-11-25;2020;1942.48;1942.48
S00415882;TTG;2020-11-10;2020-11-10;;2020;0.0;1700.0
S00415882;TTG;2020-11-10;2020-11-10;2021-02-20;2021;0.0;0.0
S00415897;TTG;2020-11-10;2020-11-11;;2020;0.0;1700.0
S00415897;TTG;2020-11-10;2020-11-11;2021-07-02;2021;24672.01;24672.01
S00415915;TTG;2020-11-10;2020-11-11;2020-11-18;2020;2576.53;2576.53
S00415927;TTG;2020-11-10;2020-11-11;;2020;0.0;1700.0
S00415927;TTG;2020-11-10;2020-11-11;2021-04-15;2021;4617.82;4617.82
S00415941;TTG;2020-11-10;2020-11-11;2020-12-08;2020;4403.0;4403.0
S00415958;TTG;2020-11-10;2020-11-10;2020-11-18;2020;953.08;953.08
S00415970;TTG;2020-11-10;2020-11-10;;2020;0.0;1700.0
S00415970;TTG;2020-11-10;2020-11-10;2021-01-14;2021;2373.88;2373.88
S00415987;TTG;2020-11-11;2020-11-12;2020-12-09;2020;464.56;464.56
S00416004;TTG;2020-11-11;2020-11-18;;2020;0.0;1700.0
S00416004;TTG;2020-11-11;2020-11-18;;2021;0.0;1700.0
S00416004;TTG;2020-11-11;2020-11-18;;2022;0.0;1700.0
S00416018;TTG;2020-11-11;2020-11-13;;2020;0.0;1700.0
S00416018;TTG;2020-11-11;2020-11-13;2021-05-06;2021;7797.87;7797.87
S00416029;TTG;2020-11-11;2020-11-11;2020-11-11;2020;5833.22;5833.22
S00416046;TTG;2020-11-11;2020-11-21;2020-12-22;2020;0.0;0.0
S00416059;TTG;2020-11-11;2020-11-12;2020-12-13;2020;3703.91;3703.91
S00416069;TTG;2020-11-11;2020-11-14;2020-12-31;2020;3163.45;3163.45
S00416086;TTG;2020-11-11;2020-11-11;;2020;0.0;1700.0
S00416086;TTG;2020-11-11;2020-11-11;2021-01-08;2021;6006.68;6006.68
S00416098;TTG;2020-11-11;2020-11-13;2020-11-28;2020;908.48;908.48
S00416113;TTG;2020-11-11;2020-11-13;2020-11-24;2020;7191.02;7191.02
S00416133;TTG;2020-11-11;2020-11-12;2020-12-04;2020;5321.52;5321.52
S00416147;TTG;2020-11-11;2020-11-12;2020-11-27;2020;3554.55;3554.55
S00416166;TTG;2020-11-11;2020-11-14;2020-12-16;2020;1476.7;1476.7
S00416182;TTG;2020-11-11;2020-11-11;;2020;0.0;1700.0
S00416182;TTG;2020-11-11;2020-11-11;2021-04-29;2021;4056.65;4056.65
S00416199;TTG;2020-11-12;2020-11-13;2020-12-08;2020;297.8;297.8
S00416214;TTG;2020-11-12;2020-11-12;2020-11-24;2020;622.7;622.7
S00416225;TTG;2020-11-12;2020-11-12;;2020;0.0;1700.0
S00416225;TTG;2020-11-12;2020-11-12;2021-04-25;2021;1607.75;1607.75
S00416234;TTG;2020-11-12;2020-11-20;2020-12-23;2020;387.74;387.74
S00416249;TTG;2020-11-12;2020-11-13;;2020;0.0;1700.0
S00416249;TTG;2020-11-12;2020-11-13;2021-05-01;2021;566.36;566.36
S00416271;TTG;2020-11-12;2020-11-12;;2020;0.0;1700.0
S00416271;TTG;2020-11-12;2020-11-12;2021-02-01;2021;248.4;248.4
S00416287;TTG;2020-11-12;2020-11-12;;2020;0.0;1700.0
S00416287;TTG;2020-11-12;2020-11-12;2021-01-02;2021;2619.31;2619.31
S00416306;TTG;2020-11-12;2020-11-18;;2020;0.0;1700.0
S00416306;TTG;2020-11-12;2020-11-18;2021-01-31;2021;604.17;604.17
S00416325;TTG;2020-11-12;2020-11-13;;2020;0.0;1700.0
S00416325;TTG;2020-11-12;2020-11-13;2021-01-04;2021;623.65;623.65
S00416348;TTG;2020-11-12;2020-11-17;;2020;0.0;1700.0
S00416348;TTG;2020-11-12;2020-11-17;2021-02-22;2021;0.0;0.0
S00416366;TTG;2020-11-12;2020-11-12;;2020;0.0;1700.0
S00416366;TTG;2020-11-12;2020-11-12;2021-03-31;2021;10636.61;10636.61
S00416378;TTG;2020-11-12;2020-11-12;2020-12-27;2020;1417.04;1417.04
S00416395;TTG;2020-11-12;2020-11-12;;2020;0.0;1700.0
S00416395;TTG;2020-11-12;2020-11-12;2021-02-04;2021;0.0;0.0
S00416411;TTG;2020-11-12;2020-11-13;2020-12-20;2020;963.45;963.45
S00416424;TTG;2020-11-12;2020-11-15;;2020;0.0;1700.0
S00416424;TTG;2020-11-12;2020-11-15;2021-01-31;2021;0.0;0.0
S00416445;TTG;2020-11-12;2020-11-15;2020-12-06;2020;5244.09;5244.09
S00416464;TTG;2020-11-12;2020-11-15;2020-12-06;2020;0.0;0.0
S00416482;TTG;2020-11-13;2020-11-13;;2020;0.0;1700.0
S00416482;TTG;2020-11-13;2020-11-13;2021-07-18;2021;6409.0;6409.0
S00416497;TTG;2020-11-13;2020-11-18;2020-11-18;2020;2892.86;2892.86
S00416509;TTG;2020-11-13;2020-11-13;;2020;0.0;1700.0
S00416509;TTG;2020-11-13;2020-11-13;2021-02-16;2021;689.99;689.99
S00416523;TTG;2020-11-13;2020-11-15;2020-12-16;2020;988.96;988.96
S00416539;TTG;2020-11-13;2020-11-18;2020-12-04;2020;504.22;504.22
S00416554;TTG;2020-11-13;2020-11-15;2020-11-27;2020;1723.81;1723.81
S00416574;TTG;2020-11-13;2020-11-17;;2020;0.0;1700.0
S00416574;TTG;2020-11-13;2020-11-17;2021-01-16;2021;595.17;595.17
S00416587;TTG;2020-11-13;2020-11-13;2020-11-21;2020;844.22;844.22
S00416602;TTG;2020-11-13;2020-11-28;2020-12-29;2020;1585.54;1585.54
S00416617;TTG;2020-11-13;2020-11-18;2020-12-08;2020;3033.44;3033.44
S00416630;TTG;2020-11-13;2020-11-13;2020-12-12;2020;1106.47;1106.47
S00416640;TTG;2020-11-13;2021-01-10;2021-03-08;2021;2567.81;2567.81
S00416662;TTG;2020-11-13;2020-12-01;;2020;0.0;1700.0
S00416662;TTG;2020-11-13;2020-12-01;2021-03-14;2021;737.91;737.91
S00416670;TTG;2020-11-13;2020-11-16;;2020;0.0;1700.0
S00416670;TTG;2020-11-13;2020-11-16;;2021;0.0;1700.0
S00416670;TTG;2020-11-13;2020-11-16;2022-08-09;2022;268.27;268.27
S00416687;TTG;2020-11-13;2020-11-13;;2020;0.0;1700.0
S00416687;TTG;2020-11-13;2020-11-13;2021-02-14;2021;2714.94;2714.94
S00416704;TTG;2020-11-13;2020-11-13;;2020;0.0;1700.0
S00416704;TTG;2020-11-13;2020-11-13;2021-02-14;2021;1619.88;1619.88
S00416722;TTG;2020-11-13;2020-11-13;;2020;0.0;1700.0
S00416722;TTG;2020-11-13;2020-11-13;2021-03-26;2021;14987.28;14987.28
S00416739;TTG;2020-11-13;2020-11-15;;2020;0.0;1700.0
S00416739;TTG;2020-11-13;2020-11-15;2021-02-04;2021;682.57;682.57
S00416757;TTG;2020-11-13;2020-11-17;2020-12-15;2020;959.57;959.57
S00416774;TTG;2020-11-13;2020-11-14;;2020;0.0;1700.0
S00416774;TTG;2020-11-13;2020-11-14;2021-01-26;2021;0.0;0.0
S00416790;TTG;2020-11-13;2020-11-13;2020-12-16;2020;17896.53;17896.53
S00416804;TTG;2020-11-14;2020-11-14;;2020;0.0;1700.0
S00416804;TTG;2020-11-14;2020-11-14;2021-03-04;2021;1831.42;1831.42
S00416819;TTG;2020-11-14;2021-01-07;2021-02-18;2021;1352.57;1352.57
S00416835;TTG;2020-11-14;2020-11-14;;2020;0.0;1700.0
S00416835;TTG;2020-11-14;2020-11-14;2021-03-22;2021;4212.08;4212.08
S00416852;TTG;2020-11-14;2020-11-14;;2020;0.0;1700.0
S00416852;TTG;2020-11-14;2020-11-14;2021-01-13;2021;4359.9;4359.9
S00416872;TTG;2020-11-14;2020-11-14;2020-12-31;2020;0.0;0.0
S00416887;TTG;2020-11-14;2020-11-16;;2020;0.0;1700.0
S00416887;TTG;2020-11-14;2020-11-16;2021-07-29;2021;2468.28;2468.28
S00416910;TTG;2020-11-14;2020-11-14;;2020;0.0;1700.0
S00416910;TTG;2020-11-14;2020-11-14;2021-05-31;2021;4100.72;4100.72
S00416925;TTG;2020-11-14;2020-11-14;;2020;0.0;1700.0
S00416925;TTG;2020-11-14;2020-11-14;2021-04-14;2021;8402.38;8402.38
S00416936;TTG;2020-11-14;2020-11-15;;2020;0.0;1700.0
S00416936;TTG;2020-11-14;2020-11-15;2021-03-01;2021;184.45;184.45
S00416953;TTG;2020-11-14;2020-11-17;;2020;0.0;1700.0
S00416953;TTG;2020-11-14;2020-11-17;2021-03-13;2021;708.65;708.65
S00416978;TTG;2020-11-14;2020-11-18;2020-12-17;2020;4536.12;4536.12
S00416992;TTG;2020-11-14;2020-11-14;2020-12-23;2020;1728.93;1728.93
S00417005;TTG;2020-11-14;2020-11-16;2020-11-30;2020;10018.21;10018.21
S00417024;TTG;2020-11-14;2020-11-15;2020-12-10;2020;4015.82;4015.82
S00417044;TTG;2020-11-14;2020-11-14;;2020;0.0;1700.0
S00417044;TTG;2020-11-14;2020-11-14;2021-05-16;2021;956.93;956.93
S00417058;TTG;2020-11-14;2020-11-14;2020-12-18;2020;847.65;847.65
S00417075;TTG;2020-11-15;2020-11-19;2020-11-29;2020;486.96;486.96
S00417097;TTG;2020-11-15;2020-11-15;2020-12-19;2020;2884.57;2884.57
S00417120;TTG;2020-11-15;2020-11-15;2020-12-13;2020;3380.93;3380.93
S00417136;TTG;2020-11-15;2020-11-16;;2020;0.0;1700.0
S00417136;TTG;2020-11-15;2020-11-16;2021-02-07;2021;524.69;524.69
S00417157;TTG;2020-11-15;2020-11-16;;2020;0.0;1700.0
S00417157;TTG;2020-11-15;2020-11-16;2021-01-27;2021;6386.79;6386.79
S00417179;TTG;2020-11-15;2020-11-16;;2020;0.0;1700.0
S00417179;TTG;2020-11-15;2020-11-16;2021-02-02;2021;2232.4;2232.4
S00417198;TTG;2020-11-15;2020-11-16;;2020;0.0;1700.0
S00417198;TTG;2020-11-15;2020-11-16;2021-01-13;2021;794.03;794.03
S00417209;TTG;2020-11-16;2020-11-17;;2020;0.0;1700.0
S00417209;TTG;2020-11-16;2020-11-17;2021-09-01;2021;11990.57;11990.57
S00417224;TTG;2020-11-16;2020-11-16;2020-12-18;2020;12211.36;12211.36
S00417240;TTG;2020-11-16;2020-11-16;2020-11-30;2020;3631.6;3631.6
S00417260;TTG;2020-11-16;2020-11-17;;2020;0.0;1700.0
S00417260;TTG;2020-11-16;2020-11-17;2021-01-18;2021;1068.99;1068.99
S00417274;TTG;2020-11-16;2020-11-16;;2020;0.0;1700.0
S00417274;TTG;2020-11-16;2020-11-16;2021-01-10;2021;895.54;895.54
S00417292;TTG;2020-11-16;2020-11-22;;2020;0.0;1700.0
S00417292;TTG;2020-11-16;2020-11-22;2021-06-01;2021;19171.12;19171.12
S00417311;TTG;2020-11-16;2020-11-20;2020-12-11;2020;9534.62;9534.62
S00417324;TTG;2020-11-16;2021-04-24;2021-09-15;2021;741.15;741.15
S00417337;TTG;2020-11-16;2020-11-23;2020-11-23;2020;2362.45;2362.45
S00417356;TTG;2020-11-16;2020-11-25;2020-12-20;2020;603.28;603.28
S00417376;TTG;2020-11-17;2020-11-17;;2020;0.0;1700.0
S00417376;TTG;2020-11-17;2020-11-17;2021-02-02;2021;755.32;755.32
S00417388;TTG;2020-11-17;2020-11-22;2020-12-02;2020;930.96;930.96
S00417405;TTG;2020-11-17;2020-11-20;2020-12-17;2020;3583.81;3583.81
S00417428;TTG;2020-11-17;2020-11-17;;2020;0.0;1700.0
S00417428;TTG;2020-11-17;2020-11-17;2021-05-12;2021;3297.28;3297.28
S00417446;TTG;2020-11-17;2020-11-17;;2020;0.0;1700.0
S00417446;TTG;2020-11-17;2020-11-17;2021-01-06;2021;2677.11;2677.11
S00417462;TTG;2020-11-17;2020-11-17;;2020;0.0;1700.0
S00417462;TTG;2020-11-17;2020-11-17;2021-06-25;2021;889.0;889.0
S00417490;TTG;2020-11-17;2020-11-18;2020-12-09;2020;1815.04;1815.04
S00417507;TTG;2020-11-17;2021-05-24;2021-05-31;2021;7476.28;7476.28
S00417523;TTG;2020-11-17;2020-11-18;;2020;0.0;1700.0
S00417523;TTG;2020-11-17;2020-11-18;2021-02-09;2021;760.46;760.46
S00417547;TTG;2020-11-17;2020-11-18;;2020;0.0;1700.0
S00417547;TTG;2020-11-17;2020-11-18;2021-03-06;2021;3642.34;3642.34
S00417563;TTG;2020-11-17;2020-11-17;;2020;0.0;1700.0
S00417563;TTG;2020-11-17;2020-11-17;2021-03-16;2021;2277.94;2277.94
S00417579;TTG;2020-11-17;2020-11-21;;2020;0.0;1700.0
S00417579;TTG;2020-11-17;2020-11-21;2021-02-01;2021;4684.42;4684.42
S00417596;TTG;2020-11-17;2020-11-19;;2020;0.0;1700.0
S00417596;TTG;2020-11-17;2020-11-19;2021-03-05;2021;1294.93;1294.93
S00417609;TTG;2020-11-17;2020-11-17;2020-11-30;2020;3731.82;3731.82
S00417627;TTG;2020-11-17;2020-11-17;2020-11-29;2020;0.0;0.0
S00417635;TTG;2020-11-17;2020-11-19;2020-12-06;2020;18938.48;18938.48
S00417655;TTG;2020-11-17;2020-11-18;;2020;0.0;1700.0
S00417655;TTG;2020-11-17;2020-11-18;;2021;0.0;1700.0
S00417655;TTG;2020-11-17;2020-11-18;;2022;0.0;1700.0
S00417667;TTG;2020-11-18;2020-11-20;;2020;0.0;1700.0
S00417667;TTG;2020-11-18;2020-11-20;2021-01-15;2021;2043.03;2043.03
S00417681;TTG;2020-11-18;2020-11-26;2020-11-26;2020;2666.87;2666.87
S00417696;TTG;2020-11-18;2020-11-19;2020-12-10;2020;6313.99;6313.99
S00417707;TTG;2020-11-18;2020-11-18;2020-12-06;2020;3599.74;3599.74
S00417728;TTG;2020-11-18;2020-11-18;;2020;0.0;1700.0
S00417728;TTG;2020-11-18;2020-11-18;2021-01-02;2021;2963.85;2963.85
S00417744;TTG;2020-11-18;2020-11-18;;2020;0.0;1700.0
S00417744;TTG;2020-11-18;2020-11-18;2021-07-02;2021;26649.23;26649.23
S00417761;TTG;2020-11-18;2020-11-26;;2020;0.0;1700.0
S00417761;TTG;2020-11-18;2020-11-26;2021-01-14;2021;9628.59;9628.59
S00417771;TTG;2020-11-18;2020-11-18;;2020;0.0;1700.0
S00417771;TTG;2020-11-18;2020-11-18;2021-04-29;2021;6931.31;6931.31
S00417793;TTG;2020-11-18;2020-11-23;;2020;0.0;1700.0
S00417793;TTG;2020-11-18;2020-11-23;2021-05-04;2021;903.99;903.99
S00417813;TTG;2020-11-18;2020-11-18;;2020;0.0;1700.0
S00417813;TTG;2020-11-18;2020-11-18;2021-06-15;2021;5799.66;5799.66
S00417834;TTG;2020-11-18;2020-11-18;2020-12-21;2020;3291.84;3291.84
S00417850;TTG;2020-11-18;2020-11-27;2020-11-27;2020;36765.59;36765.59
S00417870;TTG;2020-11-18;2020-11-23;;2020;0.0;1700.0
S00417870;TTG;2020-11-18;2020-11-23;2021-01-04;2021;1050.14;1050.14
S00417901;TTG;2020-11-18;2020-11-20;;2020;0.0;1700.0
S00417901;TTG;2020-11-18;2020-11-20;2021-04-15;2021;8557.86;8557.86
S00417915;TTG;2020-11-18;2020-12-16;;2020;0.0;1700.0
S00417915;TTG;2020-11-18;2020-12-16;2021-01-21;2021;4872.07;4872.07
S00417937;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00417937;TTG;2020-11-19;2020-11-19;2021-01-13;2021;3535.3;3535.3
S00417951;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00417951;TTG;2020-11-19;2020-11-19;2021-01-13;2021;2553.07;2553.07
S00417971;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00417971;TTG;2020-11-19;2020-11-19;2021-02-04;2021;3414.82;3414.82
S00417993;TTG;2020-11-19;2020-11-19;2020-12-12;2020;8683.08;8683.08
S00418004;TTG;2020-11-19;2020-11-27;;2020;0.0;1700.0
S00418004;TTG;2020-11-19;2020-11-27;2021-03-19;2021;334.36;334.36
S00418020;TTG;2020-11-19;2020-11-19;2020-12-08;2020;829.87;829.87
S00418041;TTG;2020-11-19;2020-11-21;;2020;0.0;1700.0
S00418041;TTG;2020-11-19;2020-11-21;2021-07-31;2021;2529.41;2529.41
S00418056;TTG;2020-11-19;2020-11-25;;2020;0.0;1700.0
S00418056;TTG;2020-11-19;2020-11-25;2021-03-24;2021;2044.89;2044.89
S00418073;TTG;2020-11-19;2020-11-20;;2020;0.0;1700.0
S00418073;TTG;2020-11-19;2020-11-20;2021-04-30;2021;1813.6;1813.6
S00418082;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00418082;TTG;2020-11-19;2020-11-19;2021-05-01;2021;3036.57;3036.57
S00418105;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00418105;TTG;2020-11-19;2020-11-19;2021-03-10;2021;1457.29;1457.29
S00418123;TTG;2020-11-19;2020-11-25;;2020;0.0;1700.0
S00418123;TTG;2020-11-19;2020-11-25;2021-02-26;2021;0.0;0.0
S00418147;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00418147;TTG;2020-11-19;2020-11-19;2021-06-26;2021;2922.64;2922.64
S00418155;TTG;2020-11-19;2020-11-21;2020-11-29;2020;4305.53;4305.53
S00418167;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00418167;TTG;2020-11-19;2020-11-19;2021-01-06;2021;0.0;0.0
S00418180;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00418180;TTG;2020-11-19;2020-11-19;2021-01-01;2021;0.0;0.0
S00418196;TTG;2020-11-19;2020-11-19;;2020;0.0;1700.0
S00418196;TTG;2020-11-19;2020-11-19;2021-01-13;2021;6108.48;6108.48
S00418213;TTG;2020-11-19;2020-11-19;2020-12-15;2020;580.15;580.15
S00418234;TTG;2020-11-20;2020-11-20;;2020;0.0;1700.0
S00418234;TTG;2020-11-20;2020-11-20;2021-02-05;2021;3603.75;3603.75
S00418249;TTG;2020-11-20;2020-11-20;2020-12-05;2020;1124.85;1124.85
S00418261;TTG;2020-11-20;2020-11-21;2020-12-23;2020;11605.72;11605.72
S00418283;TTG;2020-11-20;2020-11-21;;2020;0.0;1700.0
S00418283;TTG;2020-11-20;2020-11-21;2021-03-05;2021;1739.19;1739.19
S00418297;TTG;2020-11-20;2020-11-25;;2020;0.0;1700.0
S00418297;TTG;2020-11-20;2020-11-25;2021-01-08;2021;573.72;573.72
S00418311;TTG;2020-11-20;2020-11-21;;2020;0.0;1700.0
S00418311;TTG;2020-11-20;2020-11-21;2021-07-10;2021;315.91;315.91
S00418322;TTG;2020-11-20;2020-11-22;;2020;0.0;1700.0
S00418322;TTG;2020-11-20;2020-11-22;2021-02-13;2021;3395.04;3395.04
S00418339;TTG;2020-11-20;2020-11-20;2020-12-12;2020;0.0;0.0
S00418366;TTG;2020-11-20;2020-11-21;;2020;0.0;1700.0
S00418366;TTG;2020-11-20;2020-11-21;2021-01-13;2021;3609.09;3609.09
S00418384;TTG;2020-11-20;2020-11-21;;2020;0.0;1700.0
S00418384;TTG;2020-11-20;2020-11-21;2021-06-09;2021;2762.06;2762.06
S00418403;TTG;2020-11-20;2020-11-22;2020-12-26;2020;4844.53;4844.53
S00418420;TTG;2020-11-20;2020-11-29;2020-12-08;2020;1241.85;1241.85
S00418432;TTG;2020-11-20;2020-11-21;2020-12-25;2020;0.0;0.0
S00418449;TTG;2020-11-20;2020-11-24;;2020;0.0;1700.0
S00418449;TTG;2020-11-20;2020-11-24;2021-01-21;2021;546.53;546.53
S00418463;TTG;2020-11-20;2020-12-02;2020-12-25;2020;1940.71;1940.71
S00418475;TTG;2020-11-20;2020-11-20;;2020;0.0;1700.0
S00418475;TTG;2020-11-20;2020-11-20;2021-12-31;2021;340.22;340.22
S00418491;TTG;2020-11-20;2020-11-29;;2020;0.0;1700.0
S00418491;TTG;2020-11-20;2020-11-29;2021-03-06;2021;1193.73;1193.73
S00418510;TTG;2020-11-20;2020-11-21;;2020;0.0;1700.0
S00418510;TTG;2020-11-20;2020-11-21;2021-01-16;2021;3226.76;3226.76
S00418529;TTG;2020-11-20;2020-11-22;;2020;0.0;1700.0
S00418529;TTG;2020-11-20;2020-11-22;2021-01-15;2021;1569.88;1569.88
S00418548;TTG;2020-11-20;2020-11-26;;2020;0.0;1700.0
S00418548;TTG;2020-11-20;2020-11-26;2021-07-18;2021;1394.88;1394.88
S00418568;TTG;2020-11-21;2020-11-21;2020-12-28;2020;2484.51;2484.51
S00418585;TTG;2020-11-21;2020-11-23;2020-11-23;2020;2367.21;2367.21
S00418603;TTG;2020-11-21;2020-11-25;;2020;0.0;1700.0
S00418603;TTG;2020-11-21;2020-11-25;2021-01-03;2021;3347.15;3347.15
S00418626;TTG;2020-11-21;2020-11-21;2020-11-28;2020;0.0;0.0
S00418641;TTG;2020-11-21;2020-11-21;;2020;0.0;1700.0
S00418641;TTG;2020-11-21;2020-11-21;2021-02-15;2021;1550.13;1550.13
S00418654;TTG;2020-11-21;2020-11-23;2020-12-08;2020;4208.65;4208.65
S00418667;TTG;2020-11-21;2020-11-23;2020-12-01;2020;1310.31;1310.31
S00418682;TTG;2020-11-21;2020-11-22;;2020;0.0;1700.0
S00418682;TTG;2020-11-21;2020-11-22;2021-04-05;2021;3404.98;3404.98
S00418699;TTG;2020-11-21;2020-12-12;;2020;0.0;1700.0
S00418699;TTG;2020-11-21;2020-12-12;2021-01-27;2021;5176.4;5176.4
S00418710;TTG;2020-11-21;2020-11-21;;2020;0.0;1700.0
S00418710;TTG;2020-11-21;2020-11-21;2021-03-27;2021;976.87;976.87
S00418718;TTG;2020-11-21;2020-11-21;2020-12-03;2020;3786.88;3786.88
S00418732;TTG;2020-11-21;2020-11-21;2020-12-27;2020;9540.95;9540.95
S00418747;TTG;2020-11-21;2020-11-22;2020-12-16;2020;5284.94;5284.94
S00418770;TTG;2020-11-21;2020-11-24;2020-12-02;2020;904.37;904.37
S00418785;TTG;2020-11-21;2020-11-21;;2020;0.0;1700.0
S00418785;TTG;2020-11-21;2020-11-21;2021-08-01;2021;10694.1;10694.1
S00418806;TTG;2020-11-22;2020-11-26;;2020;0.0;1700.0
S00418806;TTG;2020-11-22;2020-11-26;2021-01-02;2021;2176.96;2176.96
S00418814;TTG;2020-11-22;2020-12-08;;2020;0.0;1700.0
S00418814;TTG;2020-11-22;2020-12-08;2021-01-19;2021;24815.7;24815.7
